,text,tags_filter
158,launch avd emulator library found new android studio problem using emulator try run keep crashing saying launch avd emulator error android setup cpp library found user jay appdata local android sdk emulator lib lib could launch user jay appdata local android sdk emulator qemu window qemu system exe file directory enabled bios setting yet problem searched lot find answer help much appreciated anyone give solution screenshot error,android
159,laravel pdoexception could find driver developing website server access mysql ftp command run php experiencing laravel problem sql driver tried switching file hosted sqlite database database sqlite thrown exception using mysql input output console follows php artisan migrate refresh seed illuminate database queryexception could find driver sql select sqlite master type table name migration doctrine dbal driver pdoexception could find driver pdoexception could find driver apache extension installed server etc php apache conf mysqlnd ini etc php apache conf opcache ini etc php apache conf pdo ini etc php apache conf xml ini etc php apache conf calendar ini etc php apache conf ctype ini etc php apache conf curl ini etc php apache conf dom ini etc php apache conf exif ini etc php apache conf fileinfo ini etc php apache conf ftp ini etc php apache conf ini etc php apache conf gettext ini etc php apache conf iconv ini etc php apache conf json ini etc php apache conf mbstring ini etc php apache conf mcrypt ini etc php apache conf mysql ini etc php apache conf mysqli ini etc php apache conf pdo mysql ini etc php apache conf phar ini etc php apache conf posix ini etc php apache conf readline ini etc php apache conf shmop ini etc php apache conf simplexml ini etc php apache conf socket ini etc php apache conf sysvmsg ini etc php apache conf sysvsem ini etc php apache conf sysvshm ini etc php apache conf tokenizer ini etc php apache conf wddx ini etc php apache conf xmlreader ini etc php apache conf xmlwriter ini etc php apache conf xsl ini etc php apache conf zip ini problem fix access root bash,php
160,react input field lose focus typing character component input field loses focus typing character using chrome inspector look like whole form rendered instead value attribute input field typing get error either eslint chrome inspector submitting form work actual input field located either render return imported separate component coded main page component import react component proptypes react import connect react redux import bindactioncreators redux import actionpost redux action actionpost import inputtext form inputtext import inputsubmit form inputsubmit class postsingle extends component constructor prop context super prop context state post title onchange onchange bind onsubmit onsubmit bind onchange event setstate post title event target value onsubmit event event preventdefault prop action postcreate state post setstate post title render const onchange onchange const onsubmit onsubmit const valuetitle state post title const formpostsingle form onsubmit onsubmit inputtext name title label title placeholder enter title onchange onchange value valuetitle inputsubmit name save form return main main role main div classname container fluid formpostsingle div main postsingle proptypes action proptypes objectof proptypes func isrequired function mapstatetoprops state return post state post function mapdispatchtoprops dispatch return action bindactioncreators actionpost dispatch export default connect mapstatetoprops mapdispatchtoprops postsingle text input component import react proptypes react const inputtext name label placeholder onchange value error const fieldclass form control input let wrapperclass form group error error length wrapperclass error return div classname wrapperclass label htmlfor name classname label label input type text name name name placeholder placeholder onchange onchange value value classname fieldclass error div classname alert alert danger error div div inputtext proptypes name proptypes string isrequired label proptypes string isrequired placeholder proptypes string isrequired onchange proptypes func isrequired value proptypes string error proptypes string inputtext defaultprops value null error null export default inputtext submit button component import react proptypes react const inputsubmit name const fieldclass btn btn primary btn return input type submit value name classname fieldclass inputsubmit proptypes name proptypes string inputsubmit defaultprops name submit export default inputsubmit,reactjs
161,postgres could connect server brew update brew upgrade postgres got problem tried uninstall postgres install work well error message also got error message try rake migrate psql psql could connect server file directory server running locally accepting connection unix domain socket tmp pgsql solve mac version mountain lion homebrew version postgres version psql postgresql brew uninstall postgresql uninstalling usr local cellar postgresql brew uninstall postgresql uninstalling usr local cellar postgresql psql version bash usr local bin psql file directory brew install postgresql downloading http ftp postgresql org pub source postgresql tar already downloaded library cache homebrew postgresql tar summary usr local cellar postgresql file built minute initdb usr local var postgres utf file belonging database system owned user laigary user must also server process database cluster initialized locale utf default text search configuration set english initdb directory usr local var postgres exists empty want create new database system either remove empty directory usr local var postgres run initdb argument usr local var postgres mkdir library launchagents usr local cellar postgresql homebrew mxcl postgresql plist library launchagents launchctl load library launchagents homebrew mxcl postgresql plist homebrew mxcl postgresql already loaded ctl usr local var postgres usr local var postgres server log start server starting env archflags arch gem install building native extension could take successfully installed gem installed psql version psql postgresql psql psql could connect server file directory server running locally accepting connection unix domain socket tmp pgsql reinstalled homebrew use psql show error message run rake migrate rail app show could connect server file directory server running locally accepting connection unix domain socket var pgsql socket pgsql usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter postgresql adapter initialize usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter postgresql adapter new usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter postgresql adapter connect usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter postgresql adapter initialize usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter postgresql adapter new usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter postgresql adapter postgresql connection usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool new connection usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool checkout new connection usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool block level checkout usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool loop usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool block checkout usr local cellar ruby lib ruby monitor mon synchronize usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool checkout usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool block connection usr local cellar ruby lib ruby monitor mon synchronize usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool connection usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection pool retrieve connection usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection specification retrieve connection usr local cellar ruby lib ruby gem gem activerecord lib active record connection adapter abstract connection specification connection usr local cellar ruby lib ruby gem gem activerecord lib active record railties database rake rescue create database usr local cellar ruby lib ruby gem gem activerecord lib active record railties database rake create database usr local cellar ruby lib ruby gem gem activerecord lib active record railties database rake block level top required usr local cellar ruby lib ruby gem gem activerecord lib active record railties database rake usr local cellar ruby lib ruby gem gem activerecord lib active record railties database rake block level top required usr local cellar ruby lib ruby rake task call usr local cellar ruby lib ruby rake task block execute usr local cellar ruby lib ruby rake task usr local cellar ruby lib ruby rake task execute usr local cellar ruby lib ruby rake task block invoke call chain usr local cellar ruby lib ruby monitor mon synchronize usr local cellar ruby lib ruby rake task invoke call chain usr local cellar ruby lib ruby rake task invoke usr local cellar ruby lib ruby rake application invoke task usr local cellar ruby lib ruby rake application block level top level usr local cellar ruby lib ruby rake application usr local cellar ruby lib ruby rake application block top level usr local cellar ruby lib ruby rake application standard exception handling usr local cellar ruby lib ruby rake application top level usr local cellar ruby lib ruby rake application block run usr local cellar ruby lib ruby rake application standard exception handling usr local cellar ruby lib ruby rake application run usr local bin rake main could create database adapter postgresql encoding unicode database riy development pool username nil password nil finally found solution sudo mkdir var pgsql socket sudo private tmp pgsql var pgsql socket solution little tricky work hope anyone better solution update work well usr local var postgres postmaster pid,ruby-on-rails
162,converting string int swift application basically calculates acceleration inputting initial final velocity time use formula calculate acceleration however since value text box string unable convert integer iboutlet var txtbox uitextfield iboutlet var txtbox uitextfield iboutlet var txtbox uitextfield iboutlet var lblanswer uilabel ibaction func btn sender anyobject let answer acceleration var answer txtbox var answer txtbox var answer txtbox,ios
163,resolve symbol appcompatactivity tried use android studio created blank project tried create activity extends appcompatactivity unfortunalty android studio say resolve symbol appcompatactivity compile com android support appcompat dependency list app module rebuilt project several time however use actionbaractivity wrong,android
164,app framework crashed device dyld library loaded xcode beta crash blocking issue used following step reproduce issue create cocoa touch framework project add swift file class dog build framework device create single view application swift import framework app project instantiate swift class framework viewcontroller build run app device app immediate crashed upon launching console log dyld library loaded rpath frameworktest framework frameworktest referenced var mobile application baac aad frameworktest app app frameworktest app reason image found tried build device crash however build app run simulator fine also aware change framework form required optional link binary library completely resolve problem app crashed create instance dog behavior different device simulator suspect distribute framework device using beta version xcode anyone would light,ios
165,failed run sdkmanager list java downloaded installed jdk jdk osx bin dmg oracle android sdk sdk tool darwin zip google configuring path variable tried running sdkmanager replaced android command managing sdk component however failed shown sdkmanager list exception thread main java lang noclassdeffounderror javax xml bind annotation xmlschema com android repository api schemamodule schemamoduleversion init schemamodule java com android repository api schemamodule init schemamodule java com android sdklib repository androidsdkhandler clinit androidsdkhandler java com android sdklib tool sdkmanagercli main sdkmanagercli java com android sdklib tool sdkmanagercli main sdkmanagercli java caused java lang classnotfoundexception javax xml bind annotation xmlschema java base jdk internal loader builtinclassloader loadclass builtinclassloader java java base jdk internal loader classloaders appclassloader loadclass classloaders java java base java lang classloader loadclass classloader java java version java version java version java runtime environment build java hotspot bit server build mixed mode anyone know fix without going back java related question failed install android sdk java lang noclassdeffounderror javax xml bind annotation xmlschema post asked similar question however post closed answer suggests going back java warning please note already mentioned going back java running side side wanted,java
166,post json data curl use ubuntu installed curl want test spring rest application curl wrote post code java side however want test curl trying post json data example data like value type tip targetmodule target configurationgroup null name configuration deneme description null identity configuration deneme version systemid active true use command curl accept application json http method override put post value type tip targetmodule target configurationgroup null name configuration deneme description null identity configuration deneme version systemid active true http localhost xxx xxxx return error http unsupported medium type server apache coyote content type text html charset utf content length date wed aug gmt error description server refused request request entity format supported requested resource requested method tomcat log post webapp conf clear http right format curl command java side put code tested get delete work requestmapping method requestmethod put public configuration updateconfiguration httpservletresponse response requestbody configuration configuration consider valid tag configuration setname put worked todo error occurs response senderror httpservletresponse found return configuration,json
167,iboutlet nil connected storyboard swift using swift xcode uistoryboard containing singular custom uiviewcontroller subclass iboutlet connection type uiview controller uiview subclass storyboard also similar outlet subviews view see figure run time property nil figure even though assured connected outlet interface builder thought possible using subclass subclass something mess initialization overriding initializers awakefromnib getting called reason maybe connecting subviews subviews thing tried matching iboutlet storyboard item type exactly instead uiview deleting property outlet added figure figure obscured code figure iboutlet private var annotationoptionsview uiview iboutlet private var arrivingleavingswitch uisegmentedcontrol thank,xcode
168,curl ssl certificate problem unable get local issuer certificate root sclrdev home sclr cert freshcerts curl ftp ssl verbose ftp abc trup trup cacert etc ssl cert certificate crt connect abc port trying abc connected abc abc port cerberus ftp server home edition unlicensed home edition may used home personal use welcome cerberus ftp server created cerberus llc auth ssl authentication method accepted successfully set certificate verify location cafile etc ssl cert certificate crt capath etc ssl cert sslv handshake client hello sslv handshake server hello sslv handshake cert sslv alert server hello ssl certificate problem unable get local issuer certificate closing connection curl ssl certificate problem unable get local issuer certificate detail http curl haxx doc sslcerts html curl performs ssl certificate verification default using bundle certificate authority public key cert default bundle file adequate specify alternate file using cacert option http server certificate signed represented bundle certificate verification probably failed due problem certificate might expired name might match domain name url would like turn curl verification certificate use insecure option,curl
169,laravel get current route name laravel able get current route name using route currentroutename laravel laravel,php
170,xcode bug unknown class interface builder file upgraded xcode beta app continuously crash message unknown class interface builder file crash supposedly xcode find custom class linked storyboard show linked correctly xcode interface positive everything linked correctly option may delete entire storyboard file start scratch might corrupted somehow edit would also like add tried cleaning reseting simulator messing build phase etc none work,ios
171,calculate distance gps coordinate calculate distance two gps coordinate using latitude longitude,math
172,elegant way remove path path variable bash generally remove item colon separated list bash environment variable thought seen simple way year ago using advanced form bash variable expansion lost track quick search google turned surprisingly relevant result none would call simple elegant example two method using sed awk respectively path echo path sed home user bin home user bin path awk i++ printf path nothing straightforward exist anything analogous split function bash update look like need apologize intentionally vague question interested solving specific use case provoking good discussion fortunately got clever technique end added following three function toolbox magic happens path remove based largely martin york clever use awk variable path append path remove export path path path prepend path remove export path path path remove export path echo path awk sed real cruft use sed remove trailing colon considering straightforward rest martin solution though quite willing live related question manipulate path element script,bash
173,vertically center div element browser using want center div vertically want table javascript pure found solution missing internet explorer support body div div aligned vertically div body center div vertically major browser including internet explorer,html
174,uitableviewcell separator disappearing strange issue uitableview uitableviewcellseparator disappears first row last row sometimes selecting row scrolling action appears case tableview loaded storyboard uitableviewstyleplain style problem surely uitableviewcellseparatorstyle changed default uitableviewcellseparatorstylesingleline read apple dev forum people problem workarounds found example workaround disable default selection recreate behaviour method trigged tapgesturerecognizer still searching reason separator strange behaviour idea update saw xcode beta apple tried fix problem separator shown needed sometimes last row refreshing tableview creation,ios
175,setting checked checkbox jquery would like something like tick checkbox using jquery mycheckbox checked true mycheckbox selected true thing exist,javascript
176,error unable locate adb within sdk android studio anyone know mean click run button simulator get message throwable unable locate adb within sdk running latest version,angular
177,creating textarea auto resize another thread tried one problem textarea shrink delete content find way shrink correct size clientheight value come back full size textarea content code page function fittocontent maxheight var text style document getelementbyid text return var adjustedheight text clientheight maxheight maxheight adjustedheight adjustedheight math max text scrollheight adjustedheight maxheight adjustedheight math min maxheight adjustedheight adjustedheight text clientheight text style height adjustedheight window onload function document getelementbyid onkeyup function fittocontent,javascript
178,adding parameter url javascript web application make use ajax call need submit request add parameter end url example original url http server myapp php resulting url http server myapp php enabled true looking javascript function par url looking parameter add new parameter update value one already exists,javascript
179,plain english explanation big notation would prefer little formal definition possible simple mathematics,algorithm
180,profile python script project euler coding contest often maximum time run people boast fast particular solution run python sometimes approach somewhat kludgey adding timing code main good way profile long python program take run,python
181,universal link opening app followed tutorial exactly use value one provided http blog branch setup universal link deep link apple apple association file also ready link directory web page port number apple app site association everything seems set side added entitlement updated provisioning profile everything set run app device open link http web page port number always open safari even breakpoints following method bool application uiapplication application continueuseractivity nsuseractivity useractivity restorationhandler void nsarray nullable restorableobjects restorationhandler zilch anyone perfected something missing,ios
182,difference let var ecmascript introduced let statement heard described local variable still quite sure behaves differently var keyword difference let used instead var,javascript
183,could find part path bin roslyn csc exe trying run asp net mvc model view controller project retrieved tfs team foundation server source control added assembly reference able build compile successfully without error warning get following error browser could find part path akworkspace akproject aksolution portal bin roslyn csc exe full screenshot error page day research understood roslyn net compiler platform offer advanced compiling feature however understand build trying find bin roslyn csc exe configure anything related roslyn intend use roslyn project,c#
184,copy text clip board android anybody please tell copy text present particular textview clipboard button pressed override protected void oncreate bundle savedinstancestate super oncreate savedinstancestate setcontentview layout mainpage textview textview findviewbyid textview copytext button findviewbyid bcopy copytext setonclicklistener new view onclicklistener override public void onclick view todo auto generated method stub clipboardmanager clipboard clipboardmanager getsystemservice clipboard service string getstring textview gettext tostring help continue want copy text textview textview clipboard button bcopy pressed,android
185,bootstrap modal keep adding padding right body closed using bootstrap parse framework build small web app bootstrap modal keep adding padding right body closed solve tried put code javascript modal hide modal function element style padding right work anybody know fix code button type button class btn btn btn default data toggle modal data target loginmodal admin panel button div loginmodal class modal fade role dialog div class modal dialog modal modal content div class modal content header div class modal header button type button class close data dismiss modal time button class modal title login div body div class modal body text center input class form control type text username placeholder username model username input class form control type password password placeholder password model password div class modal footer button type button class btn btn default loginbutton click gotoadminpanel login button button type button class btn btn default data dismiss modal closebutton close button div div div div div div adminpanel class modal fade role dialog div class modal dialog modal modal content div class modal content header div class modal header button type button class close data dismiss modal time button class modal title admin panel div body div class modal body div div class modal footer button type button class btn btn default savebutton save button button type button class btn btn default data dismiss modal closebutton close button div div div div scope gotoadminpanel function parse user login scope username scope password success function user loginmodal modal hide adminpanel modal error function user error alert wrong username password using bootstrap parse framework build small web app bootstrap modal keep adding padding right body closed solve,javascript
186,error execution failed task app clean unable delete file trying rebuild android studio gradle project containing mostly kotlin code started throw unabletodeletefileexception cleaning rebuilding process execution failed task app clean unable delete file user user kotlingameengine app build intermediate exploded aar com android support appcompat jar class jar started happening tried change project package structure unfortunately renaming moving source folder rather refactoring android studio bad idea searching solution problem day thing tried avail gradle sync reinstalling java jre java sdk reinstalling latest version android studio rolling back previous version invalidating cache restarting deleting gradle gradle directory project directory deleting gradle directory user directory running gradlew clean terminal manually copying source new project weird somehow persists across project thing tried little success let perform one clean rebuild error occurs closing manually deleting build file opening killing java exe process running could technically done every time tedious slows build process seems compile java process may put lock build file reason might also something kotlin mature java android project working though reproduce error cleaning seems happen kotlin project update found problem caused kotlin android plugin problem disappears remove apply plugin kotlin android module build gradle file come back reinsert feel free offer insight update last update found project contains kotlin file rebuilding cleaning fails continues fail even kotlin file removed background java process killed meaning kind lock build file submitted bug detail step reproduce bug,android
187,print content vector print content std vector screen solution implement following operator would nice well template container class string delim string open string close std ostream operator std ostream const write far without separate function include iostream include fstream include string include cmath include vector include sstream include cstdio using namespace std int main ifstream file maze txt file vector char vec istreambuf iterator char file istreambuf iterator char vector char path int char entrance vec char firstsquare vec entrance path push back entrance isalpha firstsquare x++ path push back firstsquare int path size i++ cout path cout endl return,c++
188,get current date time utc gmt java create new date object initialized current time local timezone get current date time gmt,java
189,read convert inputstream string java java inputstream object process object produce string suppose inputstream contains text data want convert string example write log file easiest way take inputstream convert string public string convertstreamtostring inputstream,java
190,detect window bit platform net net application use following code detect operating system platform string platform system environment osversion platform tostring return win problem return win even running window vista bit method know correct platform bit note also detect bit run bit application window bit,c#
191,equal operator used javascript comparison using jslint javascript returning many suggestion replace two equal sign three equal sign thing like comparing idsele unvehtype value length inside statement performance benefit replacing performance improvement would welcomed many comparison operator exist type conversion take place would performance gain,javascript
192,considered bad practice omit curly brace everyone tell writing code like bad practice foo bar int count i++ bar biggest argument omitting curly brace sometimes twice many line example code paint glow effect label using brush new solidbrush color fromargb glowcolor int glowamount x++ int glowamount y++ drawstring text font new point iconoffset versus using brush new solidbrush color fromargb glowcolor int glowamount x++ int glowamount y++ drawstring text font new point iconoffset also get added benefit chaining using together without indent million time using graphic graphic fromimage bmp using brush brush new solidbrush backgroundcolor using pen pen new pen color fromargb pencolor lot work versus using graphic graphic fromimage bmp using brush brush new solidbrush backgroundcolor using pen pen new pen color fromargb pencolor lot work common argument curly brace revolves around maintance programming problem would ensue inserting code original statement intended result foo bar biz question wrong want use compact syntax language offer people design language smart imagine would put feature always bad use write code lowest common denominator understand problem working another argument missing,java
193,name main one include statement name main print hello world trying close question someone using idiom consider closing duplicate python running module import stop instead question someone simply called function incorrectly expects function named main used entry point automatically use main function run start python script script start running,python
194,could resolve dependency configuration classpath seem get build tool latest gradle suspect something proxy setting gradle good look online still seem find solution use gradle created gradle property file home user gradle folder setting systemprop http proxyhost proxy systemprop http proxyport systemprop http proxyuser myusername systemprop http proxypassword password systemprop http proxyhost proxy systemprop http proxyport systemprop http proxyuser myusername systemprop http proxypassword password global build gradle buildscript repository mavenlocal mavencentral dependency classpath com android tool build gradle classpath filetree dir build libs include jar allprojects repository mavencentral error get running gradlew could head http repo maven org maven com android tool build gradle gradle pom peer authenticated missing maven link open fine browser,android
195,strange outofmemory issue loading image bitmap object listview couple image button row user click list row launch new activity build tab issue camera layout activity get launched result map click button launch image preview load image card application return activity back listview activity result handler relaunch new activity nothing image widget image preview listview done cursor listadapter make pretty simple sure put resized image smaller bit size pixel src image button fly resized image came phone camera issue get outofmemoryerror try back launch activity way build list adapter easily row row resize fly bitwise would preferable also need make change property widget element row unable select row touch screen focus issue use rollerball know band resize save image really want sample code would nice soon disabled image listview worked fine fyi string new string dbhelper key businessname dbhelper key address dbhelper key city dbhelper key gpslong dbhelper key gpslat dbhelper key imagefilename int new int businessname address city gpslong gpslat imagefilename note new simplecursoradapter layout note row setlistadapter note imagefilename buttonimage logcat error dalvikvm heap byte external allocation large process error let allocate byte error androidruntime uncaught handler thread main exiting due uncaught exception error androidruntime java lang outofmemoryerror bitmap size exceeds budget error androidruntime android graphic bitmapfactory nativedecodestream native method error androidruntime android graphic bitmapfactory decodestream bitmapfactory java error androidruntime android graphic bitmapfactory decodefile bitmapfactory java error androidruntime android graphic bitmapfactory decodefile bitmapfactory java error androidruntime android graphic drawable drawable createfrompath drawable java error androidruntime android widget imageview resolveuri imageview java error androidruntime android widget imageview setimageuri imageview java error androidruntime android widget simplecursoradapter setviewimage simplecursoradapter java error androidruntime android widget simplecursoradapter bindview simplecursoradapter java error androidruntime android widget cursoradapter getview cursoradapter java error androidruntime android widget abslistview obtainview abslistview java error androidruntime android widget listview makeandaddview listview java error androidruntime android widget listview fillspecific listview java error androidruntime android widget listview layoutchildren listview java error androidruntime android widget abslistview onlayout abslistview java error androidruntime android view view layout view java error androidruntime android widget linearlayout setchildframe linearlayout java error androidruntime android widget linearlayout layouthorizontal linearlayout java error androidruntime android widget linearlayout onlayout linearlayout java error androidruntime android view view layout view java error androidruntime android widget framelayout onlayout framelayout java error androidruntime android view view layout view java error androidruntime android widget linearlayout setchildframe linearlayout java error androidruntime android widget linearlayout layoutvertical linearlayout java error androidruntime android widget linearlayout onlayout linearlayout java error androidruntime android view view layout view java error androidruntime android widget framelayout onlayout framelayout java error androidruntime android view view layout view java error androidruntime android view viewroot performtraversals viewroot java error androidruntime android view viewroot handlemessage viewroot java error androidruntime android handler dispatchmessage handler java error androidruntime android looper loop looper java error androidruntime android app activitythread main activitythread java error androidruntime java lang reflect method invokenative native method error androidruntime java lang reflect method invoke method java error androidruntime com android internal zygoteinit methodandargscaller run zygoteinit java error androidruntime com android internal zygoteinit main zygoteinit java error androidruntime dalvik system nativestart main native method error androidruntime error thread attach failed also new error displaying image debug skia xxxxxxxxxxx jpeg error improper call jpeg library state info system resolveuri failed bad bitmap uri error dalvikvm heap byte external allocation large process error let allocate byte debug skia xxxxxxxxxxxxxxxxxxxx allocpixelref failed,android
196,initialise static map would initialise static map java method one static initialiser method two instance initialiser anonymous subclass method pro con example illustrating two method import java util hashmap import java util map public class test private static final map integer string mymap new hashmap static mymap put one mymap put two private static final map integer string mymap new hashmap put one put two,java
197,remove duplicate value array simple javascript array may may contain duplicate var name mike matt nancy adam jenny nancy carl need remove duplicate put unique value new array could point code tried think useless work accept jquery solution similar question get non unique value duplicate one occurrence array,javascript
198,format timedelta string trouble formatting datetime timedelta object trying list object one member class object timedelta object show duration event would like display duration format hour minute tried variety method difficulty current approach add method class object return hour minute get hour dividing timedelta second rounding trouble getting remainder second converting minute way using google appengine django template presentation,python
199,implement runnable extends thread java time spent thread java found two way write thread implement runnable public class myrunnable implement runnable public void run code started new thread new myrunnable start call extends thread public class mythread extends thread public mythread super mythread public void run code started new mythread start call significant difference two block code,java
200,lazy load image listview android using listview display image caption associated image getting image internet way lazy load image text display blocked image displayed downloaded total number image fixed,android
201,running internet explorer internet explorer internet explorer machine like everyone else need test code internet explorer internet explorer internet explorer great tool developer would like use would also like start testing code internet explorer soon released question run internet explorer internet explorer internet explorer machine far internet explorer internet explorer using multiple people reported see comment page linked previous sentence issue internet explorer installing internet explorer error related focus form field running internet explorer would matter much internet explorer use internet explorer rendering engine still need internet explorer run internet explorer internet explorer internet explorer machine,internet-explorer
202,create executable runnable jar dependency using maven want package project single executable jar distribution make maven project package dependency jar output jar,java
203,uiscrollview scrollable content size ambiguity fellow devs trouble autolayout interface builder xcode basic important think everyone know properly work bug xcode critical one whenever view hierarchy run trouble uiviewcontroller uiview uiscrollview uilabel comparable uikit element uiscrollview solid constraint every side problem add top space constraint uilabel problem even pin height width label change nothing unneccessary due label intrinsic size trouble start add trailing constraint uilabel trailing space superview equal two warning occur understand scrollable content size ambiguity scroll view ambiguous scrollable content height width misplaced view label expected actual minimal example freshly new project download attached screenshot see interface builder expects label sit outside uiscrollview boundary orange dashed rectangle updating label frame resolve issue tool move right please note replace uiscrollview uiview behaviour expected label frame correct according constraint seems either issue uiscrollview missing something important run app without updating label frame suggested positioned fine exactly supposed uiscrollview scrollable update frame label sight uiscrollview scroll help obi wan kenobi ambiguous layout misplaced view download sample project try figure going http github com wirsing autolayoutproblem,ios
204,add multi line text uibutton following code uilabel buttonlabel uilabel alloc initwithframe targetbutton bound buttonlabel text long text string targetbutton addsubview buttonlabel targetbutton bringsubviewtofront buttonlabel idea multi line text button text always obscured backgroundimage uibutton logging call show subviews button show uilabel added text seen bug uibutton something wrong,ios
205,measure execution time command window command line built way measure execution time command window command line,windows
206,push remote branch resolved branch migrated repos bitbucket github think matter thing different little two remote set origin bitbucket github github removed pointed origin github git remote remove origin git remote remove github git remote add origin http github test push develop branch git push origin develop everything date good create new branch work per usual git checkout feature name update file two attempt push remote git push origin feature name result error fatal feature name resolved branch search online issue find stuff ensuring head correct others making sure got branch name case correct though point branch exist remote yet unable resolve ran command git push got feature name branch github still see behavior prior git push origin develop git push origin feature name first work second throw error,git
207,mysql jdbc driver time zone issue background java webapp running tomcat database mysql previously using mysql jdbc driver connect everything worked recently upgraded mysql jdbc driver upgrade tomcat would throw error starting app warning unexpected exception resolving reference java sql sqlexception server timezone value utc unrecognized represents one timezone must configure either server jdbc driver via servertimezone configuration property use specifc timezone value want utilize timezone support happening,java
208,android toolbar center title custom font trying figure right way use custom font toolbar title center toolbar client requirement moment using good old actionbar setting title empty value using setcustomview put custom font textview center using actionbar layoutparams better way using new toolbar actionbar,android
209,resolved android error downloaded installed new android sdk wanted create simple application test drive wizard created code package mauriziopz gps import android app activity import android bundle public class ggps extends activity called activity first created override public void oncreate bundle savedinstancestate super oncreate savedinstancestate setcontentview layout main eclipse give error resolved line setcontentview layout main xml file named main xml layout,android
210,implement endless list recyclerview would like change listview recyclerview want use onscroll onscrolllistener recyclerview determine user scrolled end list know user scroll end list fetch new data rest service,android
211,org hibernate hibernateexception access dialectresolutioninfo null hibernate dialect set trying run spring boot application hibernate via spring jpa getting error caused org hibernate hibernateexception access dialectresolutioninfo null hibernate dialect set org hibernate engine jdbc dialect internal dialectfactoryimpl determinedialect dialectfactoryimpl java org hibernate engine jdbc dialect internal dialectfactoryimpl builddialect dialectfactoryimpl java org hibernate engine jdbc internal jdbcservicesimpl configure jdbcservicesimpl java org hibernate boot registry internal standardserviceregistryimpl configureservice standardserviceregistryimpl java org hibernate service internal abstractserviceregistryimpl initializeservice abstractserviceregistryimpl java org hibernate service internal abstractserviceregistryimpl getservice abstractserviceregistryimpl java org hibernate cfg configuration buildtyperegistrations configuration java org hibernate cfg configuration buildsessionfactory configuration java org hibernate jpa boot internal entitymanagerfactorybuilderimpl perform entitymanagerfactorybuilderimpl java org hibernate jpa boot internal entitymanagerfactorybuilderimpl perform entitymanagerfactorybuilderimpl java org hibernate boot registry classloading internal classloaderserviceimpl withtccl classloaderserviceimpl java org hibernate jpa boot internal entitymanagerfactorybuilderimpl build entitymanagerfactorybuilderimpl java org hibernate jpa hibernatepersistenceprovider createcontainerentitymanagerfactory hibernatepersistenceprovider java org springframework orm jpa localcontainerentitymanagerfactorybean createnativeentitymanagerfactory localcontainerentitymanagerfactorybean java org springframework orm jpa abstractentitymanagerfactorybean afterpropertiesset abstractentitymanagerfactorybean java org springframework bean factory support abstractautowirecapablebeanfactory invokeinitmethods abstractautowirecapablebeanfactory java org springframework bean factory support abstractautowirecapablebeanfactory initializebean abstractautowirecapablebeanfactory java pom xml file parent groupid org springframework boot groupid artifactid spring boot starter parent artifactid version release version parent dependency dependency groupid org springframework boot groupid artifactid spring boot starter web artifactid dependency dependency groupid org springframework boot groupid artifactid spring boot starter actuator artifactid dependency dependency groupid org springframework security groupid artifactid spring security web artifactid dependency dependency groupid org springframework security groupid artifactid spring security config artifactid dependency dependency groupid org springframework security groupid artifactid spring security taglibs artifactid dependency dependency groupid org springframework boot groupid artifactid spring boot starter data jpa artifactid dependency dependency groupid common dbcp groupid artifactid common dbcp artifactid dependency dependency hibernate configuration dialect configuration last method class configuration enabletransactionmanagement componentscan com spring app public class hibernateconfig bean public localsessionfactorybean sessionfactory localsessionfactorybean sessionfactory new localsessionfactorybean sessionfactory setdatasource restdatasource sessionfactory setpackagestoscan new string com spring app model sessionfactory sethibernateproperties hibernateproperties return sessionfactory bean public datasource restdatasource basicdatasource datasource new basicdatasource datasource setdriverclassname org postgresql driver datasource seturl jdbc postgresql localhost teste charset latin datasource setusername klebermo datasource setpassword return datasource bean autowired public hibernatetransactionmanager transactionmanager sessionfactory sessionfactory hibernatetransactionmanager txmanager new hibernatetransactionmanager txmanager setsessionfactory sessionfactory return txmanager bean public persistenceexceptiontranslationpostprocessor exceptiontranslation return new persistenceexceptiontranslationpostprocessor property hibernateproperties return new property private static final long serialversionuid setproperty hibernate hbm ddl auto create setproperty hibernate show sql false setproperty hibernate dialect org hibernate dialect postgresqldialect wrong,java
